OTU,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:1107:15415:18891__kiwi2020__AG0529-0476__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Hannaella,Hannaella_sp|SH197186.06FU
M00598:87:000000000-J7KGW:1:1107:16098:4491__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Pseudeurotiaceae,Pseudeurotiaceae_unidentified,Pseudeurotiaceae_sp|SH222309.06FU
M00598:87:000000000-J7KGW:1:1107:16523:12563__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_brasiliensis|SH202145.06FU
M00598:87:000000000-J7KGW:1:1107:16786:10632__kiwi2020__AG0529-1157__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothioraceae_unidentified,Dothioraceae_sp|SH231446.06FU
M00598:87:000000000-J7KGW:1:1107:16817:16223__kiwi2020__AG0529-0401__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Incertae_sedis_23,Ascotaiwania,Ascotaiwania_lignicola|SH238838.06FU
M00598:87:000000000-J7KGW:1:1107:17041:22033__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium_infirmominiatum|SH212071.06FU
M00598:87:000000000-J7KGW:1:1107:17055:8887__kiwi2020__AG0529-0912__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Mucoraceae,Mucor,Mucor_ardhlaengiktus|SH226373.06FU
M00598:87:000000000-J7KGW:1:1107:17436:24102__kiwi2020__AG0529-0208__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
M00598:87:000000000-J7KGW:1:1107:17574:25777__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH197592.06FU
M00598:87:000000000-J7KGW:1:1107:17594:10786__kiwi2020__AG0529-0475__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeria,Lasiosphaeria_glabrata|SH210817.06FU
M00598:87:000000000-J7KGW:1:1107:18946:16013__kiwi2020__AG0529-0376__ITS1F,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Pseudallescheria,Pseudallescheria_angusta|SH210193.06FU
M00598:87:000000000-J7KGW:1:1107:19539:22320__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Myriodontium,Myriodontium_keratinophilum|SH209987.06FU
M00598:87:000000000-J7KGW:1:1107:20560:12676__kiwi2020__AG0529-1156__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_unidentified,Herpotrichiellaceae_sp|SH241308.06FU
M00598:87:000000000-J7KGW:1:1107:20787:15539__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Knufia,Knufia_perforans|SH209750.06FU
M00598:87:000000000-J7KGW:1:1107:21147:13786__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_felina|SH225151.06FU
M00598:87:000000000-J7KGW:1:1107:21471:5004__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_xanthorrhoeae|SH189981.06FU
M00598:87:000000000-J7KGW:1:1107:21804:20030__kiwi2020__AG0529-0997__ITS1F,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia,Diplodia_allocellula|SH236108.06FU
M00598:87:000000000-J7KGW:1:1107:22656:19419__kiwi2020__AG0529-0919__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Zymoseptoria,Zymoseptoria_verkleyi|SH196532.06FU
M00598:87:000000000-J7KGW:1:1107:22804:11499__kiwi2020__AG0529-1128__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum_betonicae|SH199828.06FU
M00598:87:000000000-J7KGW:1:1107:23130:25303__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_sp|SH239468.06FU
M00598:87:000000000-J7KGW:1:1107:23392:14897__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Stachybotrys,Stachybotrys_kampalensis|SH240985.06FU
M00598:87:000000000-J7KGW:1:1107:23461:6008__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_metachromatica|SH224792.06FU
M00598:87:000000000-J7KGW:1:1107:24361:22357__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH224125.06FU
M00598:87:000000000-J7KGW:1:1107:24433:22987__kiwi2020__AG0529-0875__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU
M00598:87:000000000-J7KGW:1:1107:24599:6855__kiwi2020__AG0529-0850__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_sp|SH210834.06FU
M00598:87:000000000-J7KGW:1:1107:24720:22576__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_sp|SH234064.06FU
M00598:87:000000000-J7KGW:1:1107:24840:17173__kiwi2020__AG0529-0467__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH198017.06FU
M00598:87:000000000-J7KGW:1:1107:25356:19253__kiwi2020__AG0529-0376__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_chlamydospora|SH202061.06FU
M00598:87:000000000-J7KGW:1:1107:26611:19835__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,Gymnoascus_sp|SH231013.06FU
M00598:87:000000000-J7KGW:1:1107:27579:8884__kiwi2020__AG0529-0992__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH218734.06FU
M00598:87:000000000-J7KGW:1:1107:27759:22369__kiwi2020__AG0529-0968__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH213005.06FU
M00598:87:000000000-J7KGW:1:1107:28445:13542__kiwi2020__AG0529-0930__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Trichocomaceae_unidentified,Trichocomaceae_sp|SH201048.06FU
M00598:87:000000000-J7KGW:1:1107:28452:17536__kiwi2020__AG0529-0646__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Dioszegia,Dioszegia_rishiriensis|SH196972.06FU
M00598:87:000000000-J7KGW:1:1107:28578:18828__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH224125.06FU
M00598:87:000000000-J7KGW:1:1107:4912:11884__kiwi2020__AG0529-1011__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH198056.06FU
M00598:87:000000000-J7KGW:1:1107:6432:13364__kiwi2020__AG0529-0475__ITS1F,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_muriae|SH230275.06FU
M00598:87:000000000-J7KGW:1:1107:6908:18161__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH239242.06FU
M00598:87:000000000-J7KGW:1:1107:7454:21781__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Incertae_sedis_25_unidentified,Sporidiobolales_sp|SH228924.06FU
M00598:87:000000000-J7KGW:1:1107:8171:11894__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,Lecythophora_sp|SH226447.06FU
M00598:87:000000000-J7KGW:1:1107:9355:7441__kiwi2020__AG0529-0923__ITS1F,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH198480.06FU
M00598:87:000000000-J7KGW:1:1107:9372:10987__kiwi2020__AG0529-0492__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_hypsicladia|SH199441.06FU
M00598:87:000000000-J7KGW:1:1107:9903:6870__kiwi2020__AG0529-0703__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_gamsii|SH195344.06FU
M00598:87:000000000-J7KGW:1:1108:10682:18754__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Capnodium,Capnodium_coffeae|SH196198.06FU
M00598:87:000000000-J7KGW:1:1108:11714:15051__kiwi2020__AG0529-0912__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp_SM13L02|SH198060.06FU
M00598:87:000000000-J7KGW:1:1108:12301:8732__kiwi2020__AG0529-0476__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_parvispora|SH212346.06FU
M00598:87:000000000-J7KGW:1:1108:12419:14248__kiwi2020__AG0529-0192__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_melinii|SH231338.06FU
M00598:87:000000000-J7KGW:1:1108:12535:12142__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH233666.06FU
M00598:87:000000000-J7KGW:1:1108:12798:12874__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH195039.06FU
M00598:87:000000000-J7KGW:1:1108:12953:17876__kiwi2020__AG0529-0113__ITS1F,Fungi,Basidiomycota,Incertae_sedis_4,Malasseziales,Incertae_sedis_5,Malassezia,Malassezia_globosa|SH190404.06FU
M00598:87:000000000-J7KGW:1:1108:13064:25984__kiwi2020__AG0529-1169__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234355.06FU
M00598:87:000000000-J7KGW:1:1108:13440:6957__kiwi2020__AG0529-0914__ITS1F,Fungi,Ascomycota,Dothideomycetes,Microthyriales,Microthyriaceae,Tothia,Tothia_fuscella|SH195931.06FU
M00598:87:000000000-J7KGW:1:1108:13901:8606__kiwi2020__AG0529-0826__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima|SH190476.06FU
M00598:87:000000000-J7KGW:1:1108:13995:7080__kiwi2020__AG0529-0725__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_floriforme|SH216500.06FU
M00598:87:000000000-J7KGW:1:1108:14124:15384__kiwi2020__AG0529-0970__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Leptoxyphium,Leptoxyphium_sp_TMS_2011|SH196199.06FU
M00598:87:000000000-J7KGW:1:1108:14467:12750__kiwi2020__AG0529-0877__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora_sp_SA4S06|SH230183.06FU
M00598:87:000000000-J7KGW:1:1108:14633:12931__kiwi2020__AG0529-0921__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH205662.06FU
M00598:87:000000000-J7KGW:1:1108:14917:24526__kiwi2020__AG0529-0646__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Pyrenochaeta,Pyrenochaeta_sp|SH212033.06FU
M00598:87:000000000-J7KGW:1:1108:15083:6691__kiwi2020__AG0529-0930__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_viride|SH222750.06FU
M00598:87:000000000-J7KGW:1:1108:15512:13649__kiwi2020__AG0529-0911__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH197108.06FU
M00598:87:000000000-J7KGW:1:1108:15880:14135__kiwi2020__AG0529-0656__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_subhashii|SH241303.06FU
M00598:87:000000000-J7KGW:1:1108:16675:25570__kiwi2020__AG0529-1127__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Dioszegia,Dioszegia_hungarica|SH196961.06FU
M00598:87:000000000-J7KGW:1:1108:17601:10911__kiwi2020__AG0529-0992__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
M00598:87:000000000-J7KGW:1:1108:17609:22455__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH212031.06FU
M00598:87:000000000-J7KGW:1:1108:18351:8507__kiwi2020__AG0529-0396__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladiella,Cylindrocladiella_elegans|SH217337.06FU
M00598:87:000000000-J7KGW:1:1108:19229:16442__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_sp_24_OA_2013|SH222251.06FU
M00598:87:000000000-J7KGW:1:1108:20979:9403__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_sp|SH196249.06FU
M00598:87:000000000-J7KGW:1:1108:21037:20687__kiwi2020__AG0529-1136__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_dimennae|SH197113.06FU
M00598:87:000000000-J7KGW:1:1108:21302:20972__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Ilyonectria,Ilyonectria_macrodidyma|SH217302.06FU
M00598:87:000000000-J7KGW:1:1108:21385:23064__kiwi2020__AG0529-0493__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Nakazawaea,Nakazawaea_holstii|SH216516.06FU
M00598:87:000000000-J7KGW:1:1108:23208:12695__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Incertae_sedis_3_unidentified,Hypocreales_sp|SH219641.06FU
M00598:87:000000000-J7KGW:1:1108:24018:26455__kiwi2020__AG0529-0912__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Mucoraceae,Mucor,Mucor_hiemalis_f_hiemalis|SH202365.06FU
M00598:87:000000000-J7KGW:1:1108:24326:9351__kiwi2020__AG0529-0091__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_nothofagi|SH223682.06FU
M00598:87:000000000-J7KGW:1:1108:25737:8966__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH217317.06FU
M00598:87:000000000-J7KGW:1:1108:26061:22697__kiwi2020__AG0529-0891__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
M00598:87:000000000-J7KGW:1:1108:26786:10123__kiwi2020__AG0529-0877__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH225397.06FU
M00598:87:000000000-J7KGW:1:1108:27188:12975__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH224303.06FU
M00598:87:000000000-J7KGW:1:1108:28340:10123__kiwi2020__AG0529-0912__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidiella,Leucosporidiella_creatinivora|SH212307.06FU
M00598:87:000000000-J7KGW:1:1108:5502:19776__kiwi2020__AG0529-0769__ITS1F,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_unidentified,Leotiomycetes_unidentified_1,Leotiomycetes_unidentified_1,Leotiomycetes_sp|SH222321.06FU
M00598:87:000000000-J7KGW:1:1108:7228:9224__kiwi2020__AG0529-0892__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp|SH218749.06FU
M00598:87:000000000-J7KGW:1:1108:8288:17551__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Capnodium,Capnodium_coffeae|SH196198.06FU
M00598:87:000000000-J7KGW:1:1108:8335:10413__kiwi2020__AG0529-0397__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
M00598:87:000000000-J7KGW:1:1108:8905:7662__kiwi2020__AG0529-0850__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_dimennae|SH197113.06FU
M00598:87:000000000-J7KGW:1:1108:8936:25831__kiwi2020__AG0529-0913__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidiaceae_unidentified,Ceratobasidiaceae_sp|SH215461.06FU
M00598:87:000000000-J7KGW:1:1108:9017:21463__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_sp_GF29|SH225854.06FU
M00598:87:000000000-J7KGW:1:1108:9903:17636__kiwi2020__AG0529-0959__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp_Bio8|SH195348.06FU
M00598:87:000000000-J7KGW:1:1109:10475:6779__kiwi2020__AG0529-0911__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH195142.06FU
M00598:87:000000000-J7KGW:1:1109:10763:7171__kiwi2020__AG0529-0639__ITS1F,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix_lignivora|SH204201.06FU
M00598:87:000000000-J7KGW:1:1109:11041:16722__kiwi2020__AG0529-0929__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH219361.06FU
M00598:87:000000000-J7KGW:1:1109:11337:28365__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Incertae_sedis_19,Cladoriella,Cladoriella_eucalypti|SH233933.06FU
M00598:87:000000000-J7KGW:1:1109:11479:11562__kiwi2020__AG0529-0880__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH197003.06FU
M00598:87:000000000-J7KGW:1:1109:11828:22734__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae_unidentified,Helotiaceae_sp|SH195739.06FU
M00598:87:000000000-J7KGW:1:1109:12010:14581__kiwi2020__AG0529-0891__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH198524.06FU
M00598:87:000000000-J7KGW:1:1109:12402:7817__kiwi2020__AG0529-0992__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_wuzhishanensis|SH197673.06FU
M00598:87:000000000-J7KGW:1:1109:12543:20690__kiwi2020__AG0529-0912__ITS1F,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH198479.06FU
M00598:87:000000000-J7KGW:1:1109:12700:18700__kiwi2020__AG0529-0467__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum_betonicae|SH199828.06FU
M00598:87:000000000-J7KGW:1:1109:12715:25830__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH214498.06FU
M00598:87:000000000-J7KGW:1:1109:13062:7128__kiwi2020__AG0529-0769__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Tremella,Tremella_sp_1_TMS_2011|SH223196.06FU
M00598:87:000000000-J7KGW:1:1109:13165:21804__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Hortaea,Hortaea_sp|SH238974.06FU
M00598:87:000000000-J7KGW:1:1109:13689:16892__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phaeomoniella,Phaeomoniella_chlamydospora|SH222003.06FU
M00598:87:000000000-J7KGW:1:1109:13907:16891__kiwi2020__AG0529-1128__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Dioszegia,Dioszegia_buhagiarii|SH196959.06FU
M00598:87:000000000-J7KGW:1:1109:14347:21812__kiwi2020__AG0529-0397__ITS1F,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH237611.06FU
M00598:87:000000000-J7KGW:1:1109:14694:20935__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_sp_s078|SH201035.06FU
M00598:87:000000000-J7KGW:1:1109:14945:19349__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_tularense|SH201060.06FU
M00598:87:000000000-J7KGW:1:1109:15272:24213__kiwi2020__AG0529-0928__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH222310.06FU
M00598:87:000000000-J7KGW:1:1109:16083:25452__kiwi2020__AG0529-0087__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH201526.06FU
M00598:87:000000000-J7KGW:1:1109:17423:21126__kiwi2020__AG0529-0476__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_cresolica|SH212267.06FU
M00598:87:000000000-J7KGW:1:1109:17555:21751__kiwi2020__AG0529-0467__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_wuzhishanensis|SH197673.06FU
M00598:87:000000000-J7KGW:1:1109:18004:4500__kiwi2020__AG0529-0193__ITS1F,Fungi,Basidiomycota,Incertae_sedis_4,Malasseziales,Incertae_sedis_5,Malassezia,Malassezia_sp|SH206220.06FU
M00598:87:000000000-J7KGW:1:1109:18341:7844__kiwi2020__AG0529-0531__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_concavorugulosum|SH210310.06FU
M00598:87:000000000-J7KGW:1:1109:18545:23814__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Gliomastix,Gliomastix_masseei|SH219547.06FU
M00598:87:000000000-J7KGW:1:1109:19242:11916__kiwi2020__AG0529-0475__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Dendryphion,Dendryphion_sp|SH240293.06FU
M00598:87:000000000-J7KGW:1:1109:19269:15107__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_pseudomarksii|SH220695.06FU
M00598:87:000000000-J7KGW:1:1109:19306:25163__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_unidentified,Xylariales_unidentified_1,Xylariales_sp|SH216934.06FU
M00598:87:000000000-J7KGW:1:1109:19536:4336__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sphaerulina,Sphaerulina_pseudovirgaureae|SH212655.06FU
